2011 Statistical Area Level 1  (SA1) 7-Digit Code,Usual Resident Population,Score,Ranking within Australia Rank,Ranking within Australia Decile, Ranking within Australia Percentile,Ranking within State or Territory State,Ranking within State or Territory Rank,Ranking within State or Territory Decile,Ranking within State or Territory Percentile
2104220,412,1116,49367,10,94,VIC,12226,10,95
2104221,333,1113,48904,10,94,VIC,12118,10,94
2104222,544,1114,49092,10,94,VIC,12173,10,95
2104223,541,1036,30359,6,58,VIC,7064,6,55
2104224,427,1114,49004,10,94,VIC,12148,10,94
2104225,237,1022,26762,6,51,VIC,6079,5,47
2104227,237,1121,50110,10,96,VIC,12401,10,96
2104228,489,1001,21897,5,42,VIC,4824,4,38
2104229,490,1019,26114,5,50,VIC,5904,5,46
2104230,518,1125,50706,10,97,VIC,12562,10,98
2104231,537,1130,51278,10,98,VIC,12691,10,99
2104232,484,994,20554,4,40,VIC,4512,4,35
2104233,403,968,15632,3,30,VIC,3362,3,26
2104234,346,1130,51247,10,98,VIC,12683,10,99
2104235,419,1027,28015,6,54,VIC,6421,5,50
2104236,293,1100,46379,9,89,VIC,11475,9,89
2104237,570,1091,44393,9,85,VIC,10913,9,85
2104238,438,1068,38688,8,74,VIC,9361,8,73
2104239,340,1032,29301,6,56,VIC,6764,6,53
2104240,315,1061,36802,7,70,VIC,8810,7,69
2104241,153,1125,50757,10,97,VIC,12574,10,98
2104242,251,1144,52212,10,100,VIC,12878,10,100
2104243,508,1119,49915,10,95,VIC,12347,10,96
2104301,479,1045,32822,7,63,VIC,7730,6,60
2104302,269,1037,30430,6,58,VIC,7084,6,55
2104303,258,993,20213,4,39,VIC,4431,4,35
2104304,346,1075,40424,8,77,VIC,9865,8,77
2104305,371,1079,41401,8,79,VIC,10120,8,79
2104306,241,1047,33181,7,64,VIC,7834,7,61
2104307,529,1037,30557,6,59,VIC,7120,6,56
2104309,86,1051,34365,7,66,VIC,8147,7,63
2104310,392,963,14875,3,29,VIC,3200,3,25
2104311,278,1030,28920,6,56,VIC,6668,6,52
2104312,246,1067,38396,8,74,VIC,9278,8,72
2104313,415,1012,24505,5,47,VIC,5490,5,43
2104314,272,1023,27004,6,52,VIC,6143,5,48
2104316,288,1006,23005,5,44,VIC,5126,4,40
2104317,286,1059,36469,7,70,VIC,8716,7,68
2104318,565,1036,30216,6,58,VIC,7023,6,55
2104319,596,1050,34082,7,65,VIC,8069,7,63
2104320,504,1023,27028,6,52,VIC,6151,5,48
2104321,518,988,19266,4,37,VIC,4209,4,33
2104322,347,1048,33419,7,64,VIC,7891,7,61
2104323,596,991,19874,4,38,VIC,4354,4,34
2104324,308,1004,22552,5,43,VIC,5001,4,39
2104326,347,1041,31578,7,61,VIC,7391,6,58
2104327,404,1044,32557,7,62,VIC,7657,6,60
2104328,1294,1059,36383,7,70,VIC,8690,7,68
2104329,381,1071,39515,8,76,VIC,9608,8,75
2104330,416,1033,29544,6,57,VIC,6843,6,53
2104331,557,1036,30247,6,58,VIC,7033,6,55
2104332,687,1041,31634,7,61,VIC,7406,6,58
2104333,342,1004,22530,5,43,VIC,4995,4,39
2104334,442,1005,22721,5,44,VIC,5050,4,40
2104335,377,943,11976,3,23,VIC,2567,2,20
2104336,758,1057,35971,7,69,VIC,8581,7,67
2104337,443,1026,27889,6,54,VIC,6385,5,50
2104401,347,1009,23757,5,46,VIC,5311,5,42
2104402,431,1009,23681,5,46,VIC,5283,5,41
2104403,232,1065,38013,8,73,VIC,9166,8,71
2104404,440,971,16204,4,31,VIC,3485,3,27
2104405,451,1029,28536,6,55,VIC,6565,6,51
2104406,563,1067,38445,8,74,VIC,9294,8,72
2104407,486,1018,25921,5,50,VIC,5854,5,46
2104408,311,997,21050,5,41,VIC,4626,4,36
2104409,490,1047,33142,7,64,VIC,7819,7,61
2104410,481,1031,29090,6,56,VIC,6711,6,52
2104411,396,1098,46019,9,88,VIC,11369,9,88
2104412,480,1007,23318,5,45,VIC,5214,5,41
2104413,493,1045,32779,7,63,VIC,7715,6,60
2104414,518,1022,26731,6,51,VIC,6066,5,47
2104415,296,926,9860,2,19,VIC,2085,2,17
2104416,300,1032,29182,6,56,VIC,6735,6,53
2104417,692,1086,43189,9,83,VIC,10569,9,82
2104418,386,1027,28173,6,54,VIC,6467,5,50
2104419,743,1033,29420,6,56,VIC,6805,6,53
2104420,241,1061,36809,8,71,VIC,8813,7,69
2104421,319,1079,41502,8,79,VIC,10142,8,79
2104422,376,1039,31213,6,60,VIC,7296,6,57
2104423,439,1044,32545,7,62,VIC,7654,6,60
2104424,211,1070,39134,8,75,VIC,9506,8,74
2104501,477,902,7409,2,15,VIC,1563,2,13
2104502,385,1004,22562,5,43,VIC,5004,4,39
2104503,427,751,1209,1,3,VIC,163,1,2
2104504,551,931,10518,3,21,VIC,2238,2,18
2104505,512,956,13817,3,27,VIC,2985,3,24
2104506,516,1002,22237,5,43,VIC,4919,4,39
2104507,386,969,15904,4,31,VIC,3417,3,27
2104508,548,976,17090,4,33,VIC,3694,3,29
2104509,387,1032,29359,6,56,VIC,6782,6,53
2104510,247,1018,25883,5,50,VIC,5845,5,46
2104511,394,899,7182,2,14,VIC,1513,2,12
2104512,346,911,8320,2,16,VIC,1775,2,14
2104513,412,957,14018,3,27,VIC,3028,3,24
2104514,550,698,731,1,2,VIC,96,1,1
2104515,334,806,2210,1,5,VIC,380,1,3
2104516,536,810,2356,1,5,VIC,411,1,4
2104517,621,1040,31501,6,60,VIC,7364,6,57
2104518,289,1091,44231,9,85,VIC,10865,9,84
2104519,520,1007,23301,5,45,VIC,5209,5,41
2104520,446,872,5100,1,10,VIC,1077,1,9
2104521,322,887,6161,2,12,VIC,1303,2,11
2104522,335,982,18133,4,35,VIC,3928,4,31
2104523,382,898,7057,2,14,VIC,1489,2,12
2104524,431,884,5974,2,12,VIC,1265,1,10
2104525,505,921,9331,2,18,VIC,1986,2,16
2104526,353,969,15868,4,31,VIC,3407,3,27
2104527,385,939,11538,3,22,VIC,2464,2,20
2104528,548,809,2321,1,5,VIC,401,1,4
2104530,467,890,6389,2,13,VIC,1357,2,11
2104531,428,899,7154,2,14,VIC,1510,2,12
2104532,350,921,9318,2,18,VIC,1981,2,16
2104533,433,955,13657,3,26,VIC,2954,3,23
2104534,434,941,11809,3,23,VIC,2526,2,20
2104535,451,865,4694,1,9,VIC,986,1,8
2104601,575,1055,35347,7,68,VIC,8396,7,65
2104602,575,1097,45666,9,87,VIC,11252,9,87
2104603,313,1066,38261,8,73,VIC,9243,8,72
2104604,185,1040,31502,6,60,VIC,7365,6,57
2104605,222,1105,47440,10,91,VIC,11752,10,91
2104606,590,1019,26066,5,50,VIC,5890,5,46
2104607,378,1015,24997,5,48,VIC,5593,5,44
2104608,369,1094,44983,9,86,VIC,11071,9,86
2104609,347,1047,33202,7,64,VIC,7841,7,61
2104610,402,1107,47837,10,91,VIC,11845,10,92
2104611,534,1120,50024,10,96,VIC,12380,10,96
2104612,508,1079,41411,8,79,VIC,10124,8,79
2104613,448,1028,28302,6,54,VIC,6498,6,51
2104614,433,1103,47097,9,90,VIC,11666,10,91
2104615,529,1079,41517,8,79,VIC,10146,8,79
2104616,235,1025,27521,6,53,VIC,6278,5,49
2104617,590,1005,22899,5,44,VIC,5097,4,40
2104618,255,1007,23185,5,45,VIC,5177,5,41
2104619,183,1042,32023,7,61,VIC,7525,6,59
2104620,368,1104,47332,10,91,VIC,11724,10,91
2104621,376,1073,39935,8,76,VIC,9731,8,76
2104622,216,1074,40379,8,77,VIC,9847,8,77
2104623,429,1000,21734,5,42,VIC,4786,4,37
2104624,385,1091,44246,9,85,VIC,10870,9,85
2104625,251,1046,32865,7,63,VIC,7746,6,60
2104703,327,961,14596,3,28,VIC,3141,3,25
2104704,530,969,15912,4,31,VIC,3420,3,27
2104705,303,853,4015,1,8,VIC,829,1,7
2104706,441,945,12247,3,24,VIC,2633,3,21
2104707,350,973,16595,4,32,VIC,3581,3,28
2104708,311,1060,36664,7,70,VIC,8772,7,68
2104709,407,965,15206,3,29,VIC,3267,3,26
2104710,439,936,11075,3,22,VIC,2360,2,19
2104711,545,916,8831,2,17,VIC,1882,2,15
2104712,380,907,7876,2,15,VIC,1675,2,13
2104713,351,937,11302,3,22,VIC,2410,2,19
2104714,231,920,9283,2,18,VIC,1976,2,16
2104715,643,1019,26007,5,50,VIC,5878,5,46
2104716,660,967,15593,3,30,VIC,3351,3,26
2104718,466,853,4026,1,8,VIC,832,1,7
2104719,314,916,8776,2,17,VIC,1871,2,15
2104720,351,857,4213,1,9,VIC,879,1,7
2104721,479,893,6628,2,13,VIC,1406,2,11
2104722,265,914,8629,2,17,VIC,1837,2,15
2104724,546,935,11000,3,21,VIC,2343,2,19
2104725,254,886,6082,2,12,VIC,1286,1,10
2104726,264,819,2599,1,5,VIC,471,1,4
2104728,503,976,17022,4,33,VIC,3680,3,29
2104729,614,1093,44691,9,86,VIC,10986,9,85
2104730,439,1109,48121,10,92,VIC,11909,10,93
2104731,431,1086,43286,9,83,VIC,10595,9,82
2104733,249,1041,31646,7,61,VIC,7411,6,58
2104734,236,926,9864,2,19,VIC,2087,2,17
2104735,472,973,16584,4,32,VIC,3578,3,28
2104736,131,948,12644,3,25,VIC,2708,3,21
2104737,297,981,17917,4,35,VIC,3878,3,30
2104738,579,937,11192,3,22,VIC,2385,2,19
2104739,333,980,17835,4,34,VIC,3855,3,30
2104740,370,849,3825,1,8,VIC,779,1,7
2104801,506,951,13153,3,26,VIC,2834,3,22
2104802,348,993,20381,4,39,VIC,4469,4,35
2104803,578,991,19954,4,38,VIC,4377,4,34
2104804,344,1079,41612,8,80,VIC,10163,8,79
2104805,455,1043,32194,7,62,VIC,7566,6,59
2104806,228,1061,36947,8,71,VIC,8853,7,69
2104807,225,1100,46418,9,89,VIC,11491,9,89
2104808,362,1086,43230,9,83,VIC,10576,9,82
2104809,214,1031,29033,6,56,VIC,6696,6,52
2104810,338,1016,25288,5,49,VIC,5669,5,44
2104811,415,1009,23593,5,45,VIC,5264,5,41
2104812,307,989,19587,4,38,VIC,4288,4,34
2104813,785,1014,24955,5,48,VIC,5589,5,44
2104814,318,1047,33235,7,64,VIC,7851,7,61
2104815,231,1081,41893,8,80,VIC,10236,8,80
2104816,579,988,19409,4,37,VIC,4243,4,33
2104817,640,998,21182,5,41,VIC,4661,4,37
2104818,246,994,20571,4,40,VIC,4514,4,35
2104819,409,1016,25459,5,49,VIC,5726,5,45
2104820,402,1008,23470,5,45,VIC,5241,5,41
2104821,404,998,21265,5,41,VIC,4687,4,37
2104822,214,1054,35105,7,67,VIC,8339,7,65
2104823,709,1071,39417,8,75,VIC,9581,8,75
2104824,252,1034,29912,6,57,VIC,6939,6,54
2104825,393,1006,23098,5,44,VIC,5155,4,40
2104826,337,1006,23016,5,44,VIC,5130,4,40
2104827,301,1029,28544,6,55,VIC,6570,6,51
2104828,410,1006,23075,5,44,VIC,5148,4,40
2104829,371,1057,35953,7,69,VIC,8576,7,67
2104830,186,1040,31349,6,60,VIC,7330,6,57
2104831,189,1058,36033,7,69,VIC,8593,7,67
2104901,355,1092,44654,9,85,VIC,10977,9,85
2104902,442,1064,37741,8,72,VIC,9088,8,71
2104903,377,1012,24447,5,47,VIC,5474,5,43
2104904,566,1036,30287,6,58,VIC,7046,6,55
2104905,664,1020,26381,6,51,VIC,5972,5,47
2104906,434,1030,28773,6,55,VIC,6631,6,52
2104907,349,1061,36999,8,71,VIC,8875,7,69
2104908,604,1024,27175,6,52,VIC,6179,5,48
2104909,386,1079,41403,8,79,VIC,10121,8,79
2104910,403,1098,45990,9,88,VIC,11362,9,88
2104911,335,1067,38464,8,74,VIC,9298,8,72
2105001,252,1048,33381,7,64,VIC,7885,7,61
2105002,304,1103,47043,9,90,VIC,11654,10,91
2105003,389,1082,42301,9,81,VIC,10342,8,80
2105004,446,1043,32060,7,61,VIC,7533,6,59
2105005,499,1061,36974,8,71,VIC,8867,7,69
2105006,454,1037,30530,6,59,VIC,7108,6,55
2105007,232,1022,26736,6,51,VIC,6069,5,47
2105008,367,1030,28766,6,55,VIC,6629,6,52
2105009,479,1029,28592,6,55,VIC,6585,6,51
2105010,337,973,16498,4,32,VIC,3560,3,28
2105011,426,1026,27748,6,53,VIC,6348,5,50
2105012,401,1061,37015,8,71,VIC,8882,7,69
2105013,389,1061,36860,8,71,VIC,8826,7,69
2105014,397,1058,36147,7,69,VIC,8622,7,67
2105015,333,1027,28140,6,54,VIC,6459,5,50
2105016,423,1094,45024,9,86,VIC,11081,9,86
2105017,346,1067,38459,8,74,VIC,9297,8,72
2105018,410,1099,46182,9,88,VIC,11416,9,89
2105019,387,1057,35980,7,69,VIC,8585,7,67
2105020,528,1021,26493,6,51,VIC,6004,5,47
2105021,372,1045,32596,7,62,VIC,7667,6,60
2105022,526,1060,36576,7,70,VIC,8748,7,68
2105023,424,1040,31372,6,60,VIC,7336,6,57
2105024,334,1125,50784,10,97,VIC,12583,10,98
2105025,269,1007,23337,5,45,VIC,5219,5,41
2105026,488,1021,26418,6,51,VIC,5984,5,47
2105027,1228,1074,40259,8,77,VIC,9820,8,76
2105028,314,1027,28107,6,54,VIC,6447,5,50
2105029,498,1023,27082,6,52,VIC,6159,5,48
2105030,304,1051,34193,7,66,VIC,8107,7,63
2105031,474,1072,39637,8,76,VIC,9655,8,75
2105032,576,1111,48501,10,93,VIC,12008,10,93
2105033,302,1064,37618,8,72,VIC,9049,7,70
2105034,354,1075,40468,8,77,VIC,9880,8,77
2105035,523,1072,39601,8,76,VIC,9639,8,75
2105036,540,1057,35932,7,69,VIC,8569,7,67
2105037,181,1071,39429,8,75,VIC,9586,8,75
2105038,779,1086,43235,9,83,VIC,10577,9,82
2105039,531,1036,30191,6,58,VIC,7010,6,55
2105040,506,1096,45415,9,87,VIC,11178,9,87
2105041,203,1069,38918,8,75,VIC,9432,8,73
2105042,444,1094,44995,9,86,VIC,11074,9,86
2105043,154,1091,44426,9,85,VIC,10925,9,85
2105044,253,1099,46104,9,88,VIC,11393,9,89
2105101,510,935,10926,3,21,VIC,2329,2,18
2105102,312,935,10941,3,21,VIC,2331,2,19
2105103,239,978,17479,4,34,VIC,3781,3,30
2105104,611,992,20136,4,39,VIC,4416,4,35
2105105,248,922,9467,2,19,VIC,2013,2,16
2105106,339,940,11650,3,23,VIC,2486,2,20
2105107,366,903,7533,2,15,VIC,1595,2,13
2105108,283,969,15891,4,31,VIC,3413,3,27
2105109,475,1007,23245,5,45,VIC,5193,5,41
2105110,450,918,8992,2,18,VIC,1916,2,15
2105111,335,983,18395,4,35,VIC,4002,4,31
2105112,592,996,20835,4,40,VIC,4568,4,36
2105113,294,891,6481,2,13,VIC,1374,2,11
2105114,304,978,17368,4,34,VIC,3756,3,30
2105115,475,836,3249,1,7,VIC,627,1,5
2105116,433,1033,29511,6,57,VIC,6833,6,53
2105117,249,978,17344,4,33,VIC,3749,3,29
2105201,306,1092,44616,9,85,VIC,10971,9,85
2105202,421,1082,42344,9,81,VIC,10354,9,81
2105203,308,1042,31876,7,61,VIC,7482,6,58
2105204,525,1090,44018,9,84,VIC,10796,9,84
2105205,493,1016,25439,5,49,VIC,5723,5,45
2105206,412,1032,29280,6,56,VIC,6760,6,53
2105207,538,1083,42405,9,81,VIC,10369,9,81
2105208,289,1042,31927,7,61,VIC,7495,6,58
2105209,270,1078,41168,8,79,VIC,10058,8,78
2105210,322,1007,23196,5,45,VIC,5179,5,41
2105211,190,1086,43196,9,83,VIC,10571,9,82
2105301,451,1097,45802,9,88,VIC,11294,9,88
2105302,554,1108,47995,10,92,VIC,11882,10,92
2105303,585,1104,47321,10,91,VIC,11721,10,91
2105304,159,1127,50980,10,97,VIC,12628,10,98
2105305,549,1104,47160,9,90,VIC,11681,10,91
2105306,495,1105,47362,10,91,VIC,11732,10,91
2105307,442,1083,42506,9,81,VIC,10397,9,81
2105308,317,1075,40464,8,77,VIC,9879,8,77
2105309,388,1091,44363,9,85,VIC,10904,9,85
2105310,606,1105,47418,10,91,VIC,11747,10,91
2105311,437,1036,30402,6,58,VIC,7077,6,55
2105312,374,978,17384,4,34,VIC,3758,3,30
2105313,313,997,21094,5,41,VIC,4635,4,36
2105314,679,1073,39986,8,77,VIC,9739,8,76
2105315,544,1026,27897,6,54,VIC,6388,5,50
2105316,833,1125,50745,10,97,VIC,12572,10,98
2105317,792,1130,51316,10,98,VIC,12701,10,99
2105318,399,1112,48796,10,93,VIC,12091,10,94
2105319,488,1121,50206,10,96,VIC,12425,10,97
2105320,363,1101,46559,9,89,VIC,11519,9,90
2105321,326,1041,31788,7,61,VIC,7460,6,58
2105322,342,1067,38352,8,73,VIC,9271,8,72
2105323,441,1017,25689,5,49,VIC,5785,5,45
2105324,380,1082,42256,9,81,VIC,10335,8,80
2105325,355,1084,42768,9,82,VIC,10468,9,81
2105326,578,1116,49389,10,94,VIC,12230,10,95
2105327,388,1027,28133,6,54,VIC,6457,5,50
2105328,168,1091,44422,9,85,VIC,10923,9,85
2105329,440,1093,44707,9,86,VIC,10993,9,85
2105330,474,1106,47709,10,91,VIC,11815,10,92
2105331,163,1131,51352,10,98,VIC,12709,10,99
2105332,336,1053,34720,7,67,VIC,8237,7,64
2105333,483,1089,43932,9,84,VIC,10775,9,84
2105334,415,1040,31359,6,60,VIC,7333,6,57
2105401,221,1000,21787,5,42,VIC,4798,4,38
2105402,256,1002,22137,5,43,VIC,4898,4,38
2105403,335,909,8083,2,16,VIC,1723,2,14
2105404,278,1014,24900,5,48,VIC,5579,5,44
2105406,547,1037,30568,6,59,VIC,7125,6,56
2105407,268,1042,31896,7,61,VIC,7489,6,58
2105408,332,1002,22232,5,43,VIC,4918,4,39
2105409,361,961,14647,3,28,VIC,3150,3,25
2105410,346,1032,29275,6,56,VIC,6759,6,53
2105411,336,939,11436,3,22,VIC,2438,2,19
2105412,327,1000,21757,5,42,VIC,4791,4,38
2105413,248,1005,22728,5,44,VIC,5051,4,40
2105414,331,936,11139,3,22,VIC,2376,2,19
2105415,364,1030,28874,6,55,VIC,6656,6,52
2105416,334,989,19619,4,38,VIC,4296,4,34
2105417,472,997,21027,4,40,VIC,4620,4,36
2105418,257,906,7808,2,15,VIC,1660,2,13
2105419,473,907,7913,2,16,VIC,1687,2,14
2105501,424,1002,22274,5,43,VIC,4931,4,39
2105502,292,915,8665,2,17,VIC,1848,2,15
2105503,202,946,12410,3,24,VIC,2665,3,21
2105504,291,847,3718,1,8,VIC,749,1,6
2105505,231,922,9507,2,19,VIC,2022,2,16
2105506,453,960,14420,3,28,VIC,3108,3,25
2105507,259,1004,22684,5,44,VIC,5040,4,39
2105508,409,993,20263,4,39,VIC,4447,4,35
2105509,334,845,3635,1,7,VIC,729,1,6
2105510,197,907,7903,2,16,VIC,1684,2,14
2105511,367,909,8153,2,16,VIC,1742,2,14
2105512,400,1037,30611,6,59,VIC,7138,6,56
2105513,302,983,18332,4,35,VIC,3987,4,31
2105514,416,993,20294,4,39,VIC,4454,4,35
2105515,338,1035,30140,6,58,VIC,6992,6,55
2105516,332,1013,24663,5,47,VIC,5530,5,43
2105517,197,1014,24816,5,48,VIC,5567,5,44
2105518,207,1046,32981,7,63,VIC,7774,7,61
2105519,308,985,18732,4,36,VIC,4086,4,32
2105601,498,1050,33958,7,65,VIC,8038,7,63
2105602,309,1048,33556,7,64,VIC,7935,7,62
2105603,237,1049,33814,7,65,VIC,8002,7,62
2105604,242,1010,23822,5,46,VIC,5330,5,42
2105605,662,980,17713,4,34,VIC,3823,3,30
2105606,318,893,6675,2,13,VIC,1419,2,11
2105607,328,907,7882,2,15,VIC,1679,2,13
2105608,434,948,12746,3,25,VIC,2734,3,22
2105609,623,1025,27530,6,53,VIC,6281,5,49
2105610,351,1056,35725,7,68,VIC,8504,7,66
2105611,229,1071,39436,8,76,VIC,9587,8,75
2105612,186,871,5011,1,10,VIC,1063,1,9
2105613,737,983,18380,4,35,VIC,3997,4,31
2105614,507,991,19816,4,38,VIC,4338,4,34
2105615,554,1028,28215,6,54,VIC,6478,6,51
2105616,441,1064,37819,8,72,VIC,9109,8,71
2105617,641,1021,26635,6,51,VIC,6044,5,47
2105618,263,927,9998,2,20,VIC,2124,2,17
2105619,435,1010,24026,5,46,VIC,5389,5,42
2105620,569,1071,39378,8,75,VIC,9565,8,74
2105621,313,981,17906,4,35,VIC,3877,3,30
2105622,210,954,13577,3,26,VIC,2928,3,23
2105623,222,1034,29916,6,57,VIC,6940,6,54
2105624,329,907,7908,2,16,VIC,1685,2,14
2105625,411,927,10003,2,20,VIC,2125,2,17
2105626,324,967,15491,3,30,VIC,3332,3,26
2105627,232,923,9593,2,19,VIC,2038,2,16
2105628,425,938,11368,3,22,VIC,2421,2,19
2105629,195,1059,36406,7,70,VIC,8699,7,68
2105630,496,1061,36967,8,71,VIC,8865,7,69
2105631,225,1064,37753,8,72,VIC,9092,8,71
2105701,383,950,12995,3,25,VIC,2799,3,22
2105702,304,1027,27983,6,54,VIC,6416,5,50
2105703,520,975,16816,4,32,VIC,3639,3,29
2105704,548,1041,31697,7,61,VIC,7429,6,58
2105705,697,1058,36073,7,69,VIC,8605,7,67
2105706,121,1070,39190,8,75,VIC,9519,8,74
2105707,297,1076,40768,8,78,VIC,9970,8,78
2105708,359,1110,48313,10,92,VIC,11958,10,93
2105710,252,943,12038,3,23,VIC,2588,3,21
2105711,301,918,9000,2,18,VIC,1918,2,15
2105712,263,957,13948,3,27,VIC,3010,3,24
2105713,671,998,21340,5,41,VIC,4704,4,37
2105714,659,1010,23842,5,46,VIC,5334,5,42
2105715,227,1027,28035,6,54,VIC,6431,5,50
2105716,513,1038,30841,6,59,VIC,7208,6,56
2105717,382,987,19205,4,37,VIC,4190,4,33
2105718,266,1032,29235,6,56,VIC,6749,6,53
2105719,657,966,15393,3,30,VIC,3313,3,26
2105720,242,1033,29600,6,57,VIC,6859,6,54
2105721,190,1025,27457,6,53,VIC,6260,5,49
2105722,293,1071,39529,8,76,VIC,9613,8,75
2105801,220,957,13952,3,27,VIC,3013,3,24
2105802,284,1033,29422,6,56,VIC,6806,6,53
2105803,208,1047,33113,7,63,VIC,7811,7,61
2105804,270,968,15719,3,30,VIC,3377,3,27
2105805,215,972,16329,4,32,VIC,3511,3,28
2105806,286,899,7147,2,14,VIC,1508,2,12
2105807,450,972,16440,4,32,VIC,3543,3,28
2105808,191,897,7012,2,14,VIC,1484,2,12
2105809,369,986,18881,4,36,VIC,4123,4,32
2105811,232,1066,38090,8,73,VIC,9193,8,72
2105812,201,1020,26383,6,51,VIC,5974,5,47
2105813,253,930,10326,2,20,VIC,2199,2,17
2105814,387,946,12471,3,24,VIC,2682,3,21
2105901,394,936,11091,3,22,VIC,2368,2,19
2105902,341,980,17689,4,34,VIC,3821,3,30
2105903,338,1009,23634,5,45,VIC,5274,5,41
2105904,198,843,3534,1,7,VIC,701,1,6
2105905,267,889,6330,2,13,VIC,1341,2,11
2105906,573,976,17032,4,33,VIC,3682,3,29
2105907,334,1033,29557,6,57,VIC,6846,6,53
2105908,121,1004,22585,5,43,VIC,5011,4,39
2105909,528,702,759,1,2,VIC,103,1,1
2105910,332,816,2526,1,5,VIC,451,1,4
2105911,388,1001,21997,5,42,VIC,4855,4,38
2105912,480,847,3736,1,8,VIC,756,1,6
2105913,386,848,3758,1,8,VIC,762,1,6
2105914,429,948,12770,3,25,VIC,2744,3,22
2105915,564,1004,22699,5,44,VIC,5044,4,39
2105916,345,732,995,1,2,VIC,132,1,2
2105917,360,745,1129,1,3,VIC,148,1,2
2106001,277,1082,42195,9,81,VIC,10312,8,80
2106002,459,970,16117,4,31,VIC,3469,3,27
2106003,212,988,19226,4,37,VIC,4196,4,33
2106005,452,1006,23072,5,44,VIC,5145,4,40
2106006,299,1032,29290,6,56,VIC,6762,6,53
2106007,373,1033,29564,6,57,VIC,6848,6,53
2106008,314,1031,29105,6,56,VIC,6717,6,52
2106009,273,1033,29617,6,57,VIC,6865,6,54
2106010,404,991,19825,4,38,VIC,4341,4,34
2106011,1154,1125,50675,10,97,VIC,12552,10,98
2106101,221,846,3659,1,7,VIC,737,1,6
2106201,361,1027,28026,6,54,VIC,6425,5,50
2106202,219,1016,25330,5,49,VIC,5683,5,44
2106203,365,963,14959,3,29,VIC,3215,3,25
2106204,324,925,9773,2,19,VIC,2071,2,17
2106205,509,1045,32661,7,63,VIC,7686,6,60
2106206,404,928,10112,2,20,VIC,2155,2,17
2106207,429,998,21335,5,41,VIC,4702,4,37
2106208,262,1014,24993,5,48,VIC,5592,5,44
2106209,270,1000,21758,5,42,VIC,4792,4,38
2106210,252,957,13933,3,27,VIC,3005,3,24
2106301,362,954,13543,3,26,VIC,2920,3,23
2106302,419,876,5362,2,11,VIC,1127,1,9
2106303,209,944,12135,3,24,VIC,2612,3,21
2106304,495,552,235,1,1,VIC,34,1,1
2106305,205,946,12442,3,24,VIC,2671,3,21
2106306,522,930,10324,2,20,VIC,2198,2,17
2106307,497,975,16856,4,33,VIC,3645,3,29
2106308,504,904,7650,2,15,VIC,1625,2,13
2106309,342,1044,32475,7,62,VIC,7633,6,59
2106310,304,976,17020,4,33,VIC,3678,3,29
2106311,282,965,15183,3,29,VIC,3261,3,26
2106312,446,998,21202,5,41,VIC,4669,4,37
2106313,421,905,7721,2,15,VIC,1640,2,13
2106314,323,955,13721,3,27,VIC,2969,3,23
2106315,252,959,14357,3,28,VIC,3099,3,24
2106317,331,925,9785,2,19,VIC,2074,2,17
2106318,389,927,10064,2,20,VIC,2141,2,17
2106319,499,878,5510,2,11,VIC,1159,1,9
2106320,370,878,5515,2,11,VIC,1161,1,9
2106321,386,990,19670,4,38,VIC,4312,4,34
2106322,355,1063,37356,8,72,VIC,8963,7,70
2106323,308,907,7959,2,16,VIC,1693,2,14
2106324,313,993,20297,4,39,VIC,4455,4,35
2106325,401,923,9565,2,19,VIC,2032,2,16
2106326,477,1025,27630,6,53,VIC,6314,5,49
2106327,426,1024,27299,6,52,VIC,6222,5,49
2106328,268,1018,25858,5,50,VIC,5837,5,46
2106329,244,982,18216,4,35,VIC,3960,4,31
2106401,348,1011,24156,5,46,VIC,5423,5,42
2106402,497,1052,34549,7,66,VIC,8189,7,64
2106403,360,980,17834,4,34,VIC,3854,3,30
2106404,464,997,21017,4,40,VIC,4617,4,36
2106405,205,1037,30602,6,59,VIC,7135,6,56
2106406,511,1021,26427,6,51,VIC,5986,5,47
2106407,348,1043,32216,7,62,VIC,7571,6,59
2106408,463,1020,26321,6,51,VIC,5956,5,47
2106409,186,1050,34131,7,65,VIC,8087,7,63
2106501,256,895,6868,2,14,VIC,1450,2,12
2106502,342,1052,34530,7,66,VIC,8185,7,64
2106503,450,875,5305,2,11,VIC,1122,1,9
2106504,456,945,12281,3,24,VIC,2639,3,21
2106505,273,1033,29415,6,56,VIC,6802,6,53
2106506,390,937,11280,3,22,VIC,2403,2,19
2106507,359,1003,22466,5,43,VIC,4975,4,39
2106508,291,1056,35719,7,68,VIC,8501,7,66
2106509,275,1028,28286,6,54,VIC,6494,6,51
2106510,341,1016,25312,5,49,VIC,5676,5,44
2106511,293,927,10090,2,20,VIC,2148,2,17
2106601,458,1085,42988,9,82,VIC,10522,9,82
2106602,474,1093,44768,9,86,VIC,11012,9,86
2106603,558,993,20329,4,39,VIC,4458,4,35
2106604,289,892,6581,2,13,VIC,1391,2,11
2106605,400,737,1048,1,2,VIC,139,1,2
2106606,802,947,12521,3,24,VIC,2690,3,21
2106607,392,998,21343,5,41,VIC,4705,4,37
2106608,514,1127,50978,10,97,VIC,12627,10,98
2106609,415,909,8106,2,16,VIC,1730,2,14
2106610,248,846,3647,1,7,VIC,733,1,6
2106611,453,939,11435,3,22,VIC,2437,2,19
2106612,466,727,954,1,2,VIC,129,1,1
